iter	Logloss
0	0.5354433345
1	0.4228697451
2	0.3377028292
3	0.2768914381
4	0.2331214646
5	0.1988781836
6	0.1752552939
7	0.1575447128
8	0.1442033688
9	0.1330894577
10	0.125454383
11	0.1186775086
12	0.1141912799
13	0.1105582871
14	0.1064213126
15	0.1043748304
16	0.1024774639
17	0.1011660684
18	0.1001473768
19	0.09932918891
20	0.09867239094
21	0.09737850045
22	0.09686147572
23	0.09651172661
24	0.09612322139
25	0.09554550415
26	0.09538672594
27	0.09506447158
28	0.09496077425
29	0.09464588279
30	0.09430041285
31	0.09418083998
32	0.0940586783
33	0.09402087396
34	0.09393155218
35	0.09391043048
36	0.09374469293
37	0.09373136052
38	0.09323409456
39	0.09319593997
40	0.09304474547
41	0.09257147936
42	0.09256988038
43	0.09256817481
44	0.09251010918
45	0.09241673666
46	0.09156800839
47	0.09144245079
48	0.09144252693
49	0.09134482195
50	0.09134477627
51	0.09121886842
52	0.09121381261
53	0.09121393444
54	0.09108251393
55	0.09108230834
56	0.09079625935
57	0.09042244947
58	0.09002923109
59	0.08972634717
60	0.08972413145
61	0.08969933211
62	0.08967885
63	0.08967285004
64	0.0896719135
65	0.08966430695
66	0.08934175564
67	0.08911901843
68	0.08897935178
69	0.08897316147
70	0.08892106534
71	0.08891981662
72	0.08891891815
73	0.08885759365
74	0.08884603535
75	0.08884526632
76	0.08884468002
77	0.08866203141
78	0.08840257108
79	0.08833927451
80	0.08832917052
81	0.08796273115
82	0.08788620878
83	0.08788518849
84	0.0875468454
85	0.08754256623
86	0.08696797841
87	0.08686717446
88	0.08686489021
89	0.08681442352
90	0.086812855
91	0.08681159105
92	0.08644131415
93	0.08643973802
94	0.08643133959
95	0.0864301061
96	0.08581712003
97	0.08579964552
98	0.0857975364
99	0.08579426231
100	0.08579281561
101	0.08579152121
102	0.08578841463
103	0.08578515576
104	0.08578433343
105	0.08578308471
106	0.0857825974
107	0.08578212532
108	0.08577763297
109	0.08577735886
110	0.08570002177
111	0.08569986187
112	0.08569952685
113	0.08569806493
114	0.08569800402
115	0.08568506755
116	0.08568486197
117	0.08568486197
118	0.08568465638
119	0.08560777615
120	0.08534960261
121	0.08534941987
122	0.08534376255
123	0.08534278793
124	0.08506552569
125	0.08506505361
126	0.0850622516
127	0.08503469593
128	0.08503438375
129	0.08470079951
130	0.08470039596
131	0.08468354581
132	0.08468323363
133	0.08468288338
134	0.08468268541
135	0.08462137614
136	0.08462117818
137	0.08462097259
138	0.0846207594
139	0.08459664533
140	0.08457371146
141	0.08457363532
142	0.08457362009
143	0.08457341451
144	0.08457334598
145	0.08457099321
146	0.08457093991
147	0.08454824969
148	0.08451789963
149	0.08450990475
150	0.08450012055
151	0.08439046894
152	0.08439034711
153	0.08439027859
154	0.08437568223
155	0.08437562893
156	0.0843755604
157	0.08437546142
158	0.08437486751
159	0.08412087416
160	0.08412065335
161	0.08412062289
162	0.08408275003
163	0.08382048007
164	0.08349883485
165	0.08349836277
166	0.08349785262
167	0.08341676937
168	0.08341629729
169	0.08337617063
170	0.08326254443
171	0.08326221702
172	0.08326185154
173	0.08326169926
174	0.0832601612
175	0.08325945308
176	0.08325928557
177	0.0832435014
178	0.08324343287
179	0.08324112578
180	0.08324105725
181	0.0832410268
182	0.08323736438
183	0.08312618233
184	0.08298376696
185	0.08298362991
186	0.08296114528
187	0.08296097776
188	0.08294275706
189	0.08283797852
190	0.08248412538
191	0.08246207475
192	0.08246155699
193	0.0824473185
194	0.08204422454
195	0.08203129568
196	0.08203061041
197	0.08200580346
198	0.08200525524
199	0.08199235684
200	0.08199189999
201	0.08190755026
202	0.08189256558
203	0.08156511075
204	0.08156442547
205	0.08156393816
206	0.08156338994
207	0.08156295594
208	0.08156249147
209	0.08156018438
210	0.08155967423
211	0.08155948388
212	0.08144384753
213	0.08144358104
214	0.08133522384
215	0.08127583334
216	0.08126232581
217	0.08126213546
218	0.0812619984
219	0.08126186135
220	0.08124528531
221	0.08124514825
222	0.08118695318
223	0.08114569201
224	0.08109513395
225	0.0807840648
226	0.0807835775
227	0.08060010655
228	0.08049522141
229	0.08044384863
